document_id,clean_text,sentiment
doc_032,"Keratoconus is a problem that causes changes in the shape and thickness of the cornea, making it thinner and less resistant. Patients who underwent refractive surgery (Laser) have a higher chance of developing the disease by corneal thinning, which can cause blindness and require corneal transplantation. This paper presents a proposal to detect early stages of keratoconus in refractive surgery candidates by applying machine-learning algorithms to corneal biomechanical data to differentiate normal corneas from keratoconus carriers. This solution aims to assist in the medical diagnosis, enabling the identification of patients with a potential risk of developing the disease, and greater accuracy in decision-making. Resumo. Ceratocone um problema que provoca altera es no formato e espessura da c rnea, deixando-a mais fina e menos resistente. Pacientes que foram submetidos a cirurgia refrativa a laser tem uma chance maior de desenvolver a doen a pelo afinamento corneano, podendo causar cegueira e exigir o transplante de c rnea. Este artigo apresenta uma proposta para detectar est gios iniciais de ceratocone em pacientes candidatos a cirurgia refrativa, aplicando algoritmos de aprendizagem de m quina em dados oculares e biomec nicos da c rnea de forma a diferenciar c rneas normais de portadores de ceratocone. 1. Introdu o Ceratocone, do grego keratohorn, c rnea; e konos cone, um problema na c rnea do olho humano, com incid ncia de aproximadamente 1 em 2.000 casos (0,5%) na popula o mundial, e caracteriza-se pelo afinamento progressivo e assim trico da c rnea, com formato c nico e irregular. Nos Estados Unidos, cerca de 54,5 em 100.000 pessoas desenvolvem a doen a [Kennedy et al. 1986]. De acordo com o Conselho Brasileiro de Oftalmologia, 20% dos transplantes de c rnea feitos no Brasil s o decorr ncia do ceratocone. A ceratocone uma das caracter sticas mais importantes a se considerar na avalia o pr -operat ria de pacientes candidatos para cirurgia refrativa [Kanellopoulos et al. 2007]. A ectasia ocular o nome dado para a presen a de altera es na curvatura da c rnea. H muitos m todos conhecidos na literatura para detec o da ectasia. Os principais s o a an lise de ndices/indicadores topogr ficos, tomogr ficos e biomec nicos [Randleman et al. 2008]. Estudos recentes indicam que os ndices biomec nicos s o medidas essenciais para analisar fatores de risco para a ectasia, e podem ajudar a detectar a doen a de forma precoce, antes mesmo da evolu o para os est gios mais avan ados da doen a, levando a mudan as na c rnea. O objetivo desta pesquisa investigar caracter sticas oftalmol gicas com base nas medidas biomec nicas e oculares disponibilizadas por uma cl nica de oftalmologia no Rio de Janeiro. A contribui o esperada inclui o desenvolvimento de um modelo de aprendizagem de m quina de alta precis o para detec o de ceratocone. O classificador proposto baseia-se no treinamento dos dados oriundos de olhos normais e portadores de ceratocone, aplicando varia es nas t cnicas e metodologias j exploradas na literatura. A descoberta de conhecimento em base de dados, tamb m conhecida como KDD (knowledge discovery on databases), uma das reas de maior relev ncia para a aplica o de minera o de dados, e v rias abordagens (Suport Vector Machine, Random Forest, Redes Neurais) v m sendo amplamente aplicadas na medicina e bioinform tica na previs o de diagn sticos [Rohm et al. 2015]. A aprendizagem de m quina tornou-se popular na medicina, dada a sua capacidade de lidar com dados e de auxiliar no diagn stico m dico [Oh et al. 2015]. A detec o de ceratocone chave para identifica o de candidatos a cirurgia refrativa [Jim nez et al. 2016]. 2. Apresenta o do Problema A cirurgia LASIK (Ceratomileose a laser in situ) um procedimento de cirurgia refrativa indicado para a corre o da miopia, astigmatismo e hipermetropia de comprovada seguran a e efic cia [Kanellopoulos, 2007]. Entretanto, como qualquer outro tipo de procedimento cir rgico, envolve complica es. Uma complica o rara, mas bastante s ria que acomete os pacientes no p s-operat rio a ectasia p s-LASIK, conhecida como ceratocone [Klein et al. 2006]. A cirurgia LASIK resulta na remo o de tecido corneano. Ou seja, reformula a superf cie da c rnea para corrigir o erro de refra o. A quantidade de tecido da c rnea que removida do estroma chamada de profundidade da abla o (ablation depth). O restante do tecido corneano subjacente chamado de leito estromal residual. Existem tr s camadas a serem consideradas ao realizar o LASIK: o retalho (flap tickness), a profundidade da abla o (ablation depth) e o leito estromal residual (RSB). As medidas das tr s camadas precisam ser analisadas antes que o LASIK possa ser executado. O conjunto de dados disponibilizado cont m 3.383 registros de pacientes com informa es biomec nicas oculares distribu das em 20 vari veis. O conjunto de dados informa a presen a ou n o da ectasia ocular, sendo 3.278 registros de olhos saud veis e 105 registros de olhos portadores de ceratocone. 3. Proposta de Solu o A proposta da pesquisa desenvolver um modelo classificador para auxiliar na detec o de pacientes com risco de desenvolver ectasia ocular no p s-operat rio da cirurgia de refra o. Esta proposta de solu o visa utilizar t cnicas de aprendizagem de m quina para extrair padr es ocultos nas medidas coletadas. A solu o possibilitar prever com maior efic cia a probabilidade de pacientes desenvolverem a ectasia corneana nos est gios iniciais (graus I e II) da tabela de classifica o de Amsler -Krumeich, identificando as caracter sticas mais decisivas para o desenvolvimento da doen a. A metodologia proposta para alcance dos objetivos da pesquisa consiste nas etapas a seguir: (1) caracteriza o do problema, (2) teoriza o, (3) constru o do modelo classificador e (4) avalia o experimental. 4. Avalia o experimental do modelo A avalia o da solu o a partir da constru o do modelo ocorre na etapa de experimeta o. Considerando-se que apenas 3.2% das inst ncias observadas desenvolveram ceratocone, ser o aplicadas t cnicas de Undersampling ou Oversampling para tratar o desbalanceamento dos dados. A t cnica de Undersampling diminui a quantidade de observa es com maior n mero de inst ncias (olhos normais), e a t cnica de Oversampling replica as observa es em menor quantidade (olhos com ceratocone). A partir da equaliza o das observa es, o classificador ser avaliado quanto sua matriz de confus o e medidas de sensibilidade, especificidade, acur cia, curva ROC (Receiver Operating Characteristic) e AUC (Area Under the Curve). A matriz de confus o relaciona os valores de entrada com os resultados previstos pelo classificador, segregando em quatro quadrantes os verdadeiros positivos, verdadeiros negativos, falsos positivos e falsos negativos. A sensibilidade mede a propor o de casos positivos identificados corretamente. A especificidade mede a propor o de casos negativos identificados corretamente. A acur cia mede a propor o de casos corretamente previstos. A curva ROC mede a taxa de falsos positivos no eixo X e taxa de verdadeiros positivos no eixo Y. O esquema abaixo representa o fluxo proposto para treinamento do classificador. Figura 4: Fluxo para o treinamento do classificador proposto A partir dos resultados obtidos, ser o aplicados testes estat sticos para comparar o desempenho dos modelos propostos. O teste de Kruskal-Wallis (1952) possibilitar observar se existe diferen a estat stica relevante entre os algoritmos utilizados em cada modelo. Confirmando esta hip tese, os testes de Scott-Knott e effect size de Cohen s d (1977) permitir o analisar a magnitude desta diferen a, possibilitando ranquear os modelos que melhor contribuem com o classificador. 5. Atividades Realizadas A pesquisa encontra-se na fase inicial, correspondente a contextualiza o do problema e levantamento de estudos semelhantes extra dos da literatura. Embora estes trabalhos indiquem elevado desempenho no diagn stico de ceratocone por meio da aplica o de distintas t cnicas de aprendizagem de m quina, esta pesquisa prop e-se em combinar a acur cia de t cnicas supervisionadas na detec o de classes previamente conhecidas com a adaptabilidade de t cnicas n o-supervisionadas na detec o de novas classes. O quadro abaixo apresenta uma amostra do levantamento realizado. Quadro 4. Amostra de trabalhos realizados para diagn stico de ceratocone Autor T cnica AUC Par metros Alexandru Lavric et al. CNN 99.33% topografia das imagens R. Ambr sio et al. RF+LOOCV 99.6% dados tomogr ficos (Pentacam HR) + biomec nicos(Corvis ST) Accardo et al. NN 96.4% dados topogr ficos Legenda: NN: Neural Networks; CNN (Convolution Neural Networks); RF (Random Forest); LOOCV (Leave-one-out cross-validation) 6. Considera es finais A aplica o de t cnicas de aprendizagem de m quina vem se consolidado como estrat gia fundamental no diagn stico de ceratocone. O desenvolvimento de um modelo anal tico de dados para detectar est gios iniciais de ceratocone permite que ferramentas de apoio a decis o utilizem como insumo seus dados para garantir uma maior assertividade no diagn stico m dico. Aliado ao alto desempenho esperado em termos de sensibilidade, acur cia, e especificidade da solu o, espera-se minimizar as chances de complica es no p s-operat rio em pacientes de risco candidatos a cirurgia refrativa.",positive
doc_033,"In satellite communication systems, it is necessary to implement fast and effective interference suppression for unknown interference signals to ensure the safety and reliability of satellite communication, and successful recognition of the types of interference is a prerequisite for ensuring high-efficiency anti-interference. In this paper, the incremental learning method is introduced into the process of satellite interference signals recognition to lower the hardware conditions required by the machine learning algorithm, reduce the memory consumption and shorten the computing time. Firstly, a variety of frequency domain features are extracted from five kinds of interference signals that often appear in satellite communication systems as classification feature parameters. Secondly, the incremental support vector machine learning model proposed by Gert Cauwenberghs et al. is extended to a multiclass model by one-versus-one, decision tree and directed acyclic graph respectively. Then the three improved models are used to train the characteristic parameters of the interference signals to obtain the recognition results. Simulation experiments show that compared with the conventional multi-category support vector machine model, the proposed models have little difference in recognition accuracy, but the computing time and the memory occupation of the training models are greatly reduced. These results are consistent with the actual requirements of satellite communication systems.",positive
doc_034,"Monitoring and Evaluation (M&E) are essential processes in international development, ensuring accountability, learning, and program effectiveness. This article examines the evolution of M&E from compliance-driven reporting to adaptive systems grounded in Results-Based Management (RBM), the Logical Framework Approach (LogFrame), and Theory of Change (ToC). Particular attention is given to low-resource settings, where context-sensitive and cost-effective approaches are critical. The analysis highlights practical strategies for adapting data collection and reporting, with examples from health, agriculture, and community programs. Emerging trends, including the use of mobile technologies, artificial intelligence, and machine learning, are considered for their potential to enhance real-time monitoring and predictive insights. The article concludes that participatory, culturally grounded, and adaptive approaches are essential for strengthening trust, ensuring sustainability, and embedding M&E as a culture of learning in development practice.",neutral
doc_035,"This paper proposes a novel and simple multilayer feature learning method for image classification by employing the extreme learning machine (ELM). The proposed algorithm is composed of two stages: the multilayer ELM (ML-ELM) feature mapping stage and the ELM learning stage. The ML-ELM feature mapping stage is recursively built by alternating between feature map construction and maximum pooling operation. In particular, the input weights for constructing feature maps are randomly generated and hence need not be trained or tuned, which makes the algorithm highly efficient. Moreover, the maximum pooling operation enables the algorithm to be invariant to certain transformations. During the ELM learning stage, elastic-net regularization is proposed to learn the output weight. Elastic-net regularization helps to learn more compact and meaningful output weight. In addition, we preprocess the input data with the dense scale-invariant feature transform operation to improve both the robustness and invariance of the algorithm. To evaluate the effectiveness of the proposed method, several experiments are conducted on three challenging databases. Compared with the conventional deep learning methods and other related ones, the proposed method achieves the best classification results with high computational efficiency.",positive
doc_036,"Under the open education system, college physical education multimedia network teaching involves complexity and diversity. To improve the efficiency of such teaching, this paper proposes an information fusion model based on big data resource scheduling for online courses. The design incorporates a software platform built in an embedded Linux environment, including several key modules such as the database module, multimedia information resource sampling module, embedded program processing module, and multimedia human-machine interaction control module.The platform aims to enhance teaching and learning experiences in college physical education by offering students an interactive and comprehensive learning environment. Key components of the platform design include the user interface, the database module, and the information fusion model. The platform utilizes Excel and Access technology for data collection and database construction within the open education system. Additionally, a quantitative recursive analysis method is applied to design the algorithm for multimedia network teaching information fusion and scheduling under a linear programming model.The algorithm integrates into the platform using the instruction dynamic loading module, which loads it into the system control terminal and the information processing center. After successful loading, the algorithm is executed for various tasks related to information fusion and scheduling. This feature allows for the efficient management of resources and data.Furthermore, the platform supports cross-compilation and multi-mode control of multimedia network teaching information in a cloud computing environment. By combining embedded software design techniques, the software development of the management platform is realized. The results demonstrate that the platform's multi-mode integration and scheduling abilities are enhanced, and its real-time retrieval and access capabilities are stronger, thereby improving the quality of multimedia network teaching in college sports.",positive
doc_037,"In the current technological era, Machine Learning applications are becoming popular every day. This research paper provides information about the effectiveness of the ML technique in accounting as well as the auditing process. To get proper results, different ML libraries are utilized, concluding seaborn, matplotlib, NumPy and so on. In the introduction section, the research purpose and this research objectives have been developed, through which the entire research process will be developed. Logistic Regression Machine Learning Model is built. Literary sources have been analyzed in the literature review section, through which it can be easy to gain different perceptions based on the research context. The effectiveness of different types of machine learning algorithms in accounting and auditing has been evaluated properly. To develop a knowledge level, it is important to increase proper attention, and this research paper will provide proper information based on ML effectiveness.",positive
doc_038,"The impact of the morbidity in the long term leads to chronic disease and high mortality rates. Majority of the people suffering realize the chronic nature at the end stage. Machine learning can be integrated with the physician to deliver better solutions in identifying the nature of disease at early stages. The patients are diagnosed with the help of machine learning techniques and algorithms. Machine learning algorithms like Na ve Bayesian network, decision tree, random forest and support vector machine are integrated with the patient data to diagnose the disease and give the result of the patient's condition as normal or abnormal. After the diagnosis, medications are suggested for the disease. The general methods used for diagnosis are not affordable by the major population and machine learning methods can overcome the above limits.",positive
doc_039,"The paper presents the concept of an information system for forecasting the temperature regime of the Earth s surface using machine learning. Forecasting is based on historical data for a specific area. In order to increase the accuracy of forecasting results, an analysis of the features of climatic zones was carried out to identify patterns. A comparison of the dependence of the average monthly temperatures of the earth s surface in countries depending on their location in climate zones was carried out. The analysis of sources and scientific publications confirmed the relevance of the chosen research topic. Historical aspects of forecasting changes in climatic indicators are considered. Modern methods and approaches to temperature forecasting, their advantages and disadvantages are analyzed. An overview of the subject area was conducted and the regularities of temperature changes according to climate features were determined. A comparison of temperature regimes for countries located in different climate zones was made. For clarity, graphs of temperature changes were plotted and average indicators were calculated for each climate zone. The results of the study confirm the need to adjust the temperature forecast for certain areas, taking into account their location in a specific climate zone. The revealed regularities in the temperature regime of the countries indicate the need for an individual approach to forecasting and the use of such machine learning methods that are best adapted to the dependencies observed in the climate zone. The architecture of the information system for forecasting future temperatures depending on the climatic features of the studied territories is proposed. A concept has been formed for further research to find more accurate and effective approaches to predicting climate parameters and achieving the goals of sustainable development.",positive
doc_040,"The outbreak of cyanobacterial blooms is a serious water environmental problem, and the harm it brings to aquatic ecosystems and water supply systems cannot be underestimated. It is very important to establish an accurate prediction model of cyanobacterial bloom concentration, which is a challenging issue. Machine learning techniques can improve the prediction accuracy, but a large amount of historical monitoring data is needed to train these models. For some waters with an inconvenient geographical location or frequent sensor failures, there are not enough historical data to train the model. To deal with this problem, a fused model based on a transfer learning method is proposed in this paper. In this study, the data of water environment with a large amount of historical monitoring data are taken as the source domain in order to learn the knowledge of cyanobacterial bloom growth characteristics and train the prediction model. The data of the water environment with a small amount of historical monitoring data are taken as the target domain in order to load the model trained in the source domain. Then, the training set of the target domain is used to participate in the inter-layer fine-tuning training of the model to obtain the transfer learning model. At last, the transfer learning model is fused with a convolutional neural network to obtain the prediction model. Various experiments are conducted for a 2 h prediction on the test set of the target domain. The results show that the proposed model can significantly improve the prediction accuracy of cyanobacterial blooms for the water environment with a low data volume.",positive
doc_041,"Advances in early insect detection have been reported using digital technologies through camera systems, sensor networks, and remote sensing coupled with machine learning (ML) modeling. However, up to date, there is no cost-effective system to monitor insect presence accurately and insect-plant interactions. This paper presents results on the implementation of near-infrared spectroscopy (NIR) and a low-cost electronic nose (e-nose) coupled with machine learning. Several artificial neural network (ANN) models were developed based on classification to detect the level of infestation and regression to predict insect numbers for both e-nose and NIR inputs, and plant physiological response based on e-nose to predict photosynthesis rate (A), transpiration (E) and stomatal conductance (gs). Results showed high accuracy for classification models ranging within 96.5 99.3% for NIR and between 94.2 99.2% using e-nose data as inputs. For regression models, high correlation coefficients were obtained for physiological parameters (gs, E and A) using e-nose data from all samples as inputs (R = 0.86) and R = 0.94 considering only control plants (no insect presence). Finally, R = 0.97 for NIR and R = 0.99 for e-nose data as inputs were obtained to predict number of insects. Performances for all models developed showed no signs of overfitting. In this paper, a field-based system using unmanned aerial vehicles with the e-nose as payload was proposed and described for deployment of ML models to aid growers in pest management practices.",positive
doc_042,"Numerous diseases nowadays should be recognized from the get-go to start viable treatments. If not, they may be lethal and incurable. Thus, it is important to examine convoluted clinical information, reports, and photos quicker while maintaining a more significant precision level. In different cases., certain peculiarities are unpretentious to such an extent that individuals can't promptly distinguish them. At the point when a basic information examination on clinical information is expected to distinguish stowed-away connections or irregularities that are not obvious to people, AI innovations are being utilized in medical services for computational navigation. It is trying to execute algorithms to do such positions in any of them, yet it is considerably harder to develop calculation precision further while decreasing execution time. The meaning of preventive and productive medical services utilizing enormous information scattered through different loT gadgets is underlined in medical care and IT because of the late expanded interest. Medical care data investigation fundamentally includes forecast by utilizing a client's essential data and static information from a knowledge base. This research study proposes a Convolutional Neural Network (CNN) and machine learning-based unique model for health care predictions.",positive
doc_043,"An extraordinary outbreak of pneumonia in Wuhan City, China, was subsequently termed as COVID-19 emerged in December 2019. The virus is also known as an infectious disease inherited from a novel coronavirus. This study exposed the beginning of the unprecedented COVID-19 confirmed cases spike exponentially in the United States and 200 countries globally. Epidemiologists usually utilize conventional spread prediction via the classic clustering method. A suspected patient is likely to blow out the disease to a potential agglomerative of cases grouped in place and time. In the era of cutting edge, outbreak prediction can also generate accurate techniques to utilize unsupervised machine learning methods. We apply two prominent unsupervised learning methods, namely K-means clustering and correlation on a set Coronavirus Outbreak COVID-19 data collection dated March 27 and August 16, 2020. The K-means automatically search for unknown clusters of many countries infected with the COVID-19 rapidly. It shows that a group of $m = 5$ produces an accuracy of about 97% with [The United States and Italy], [Iran, France], [Spain, German], [Indonesia, Malaysia, Philippine] as clusters. At the same time, it predicts a pertinent relationship between the total deaths and critical patients' attributes of 0.85 while correlating COVID-19 characteristics.",neutral
doc_044,"Given its advantages in low latency, fast response, context-aware services, mobility, and privacy preservation, edge computing has emerged as the key support for intelligent applications and 5G/6G Internet of things (IoT) networks. This technology extends the cloud by providing intermediate services at the edge of the network and improving the quality of service for latency-sensitive applications. Many AI-based solutions with machine learning, deep learning, and swarm intelligence have exhibited the high potential to perform intelligent cognitive sensing, intelligent network management, big data analytics, and security enhancement for edge-based smart applications. Despite its many benefits, there are still concerns about the required capabilities of intelligent edge computing to deal with the computational complexity of machine learning techniques for big IoT data analytics. Resource constraints of edge computing, distributed computing, efficient orchestration, and synchronization of resources are all factors that require attention for quality of service improvement and cost-effective development of edge-based smart applications. In this context, this paper aims to explore the confluence of AI and edge in many application domains in order to leverage the potential of the existing research around these factors and identify new perspectives. The confluence of edge computing and AI improves the quality of user experience in emergency situations, such as in the Internet of vehicles, where critical inaccuracies or delays can lead to damage and accidents. These are the same factors that most studies have used to evaluate the success of an edge-based application. In this review, we first provide an in-depth analysis of the state of the art of AI in edge-based applications with a focus on eight application areas: smart agriculture, smart environment, smart grid, smart healthcare, smart industry, smart education, smart transportation, and security and privacy. Then, we present a qualitative comparison that emphasizes the main objective of the confluence, the roles and the use of artificial intelligence at the network edge, and the key enabling technologies for edge analytics. Then, open challenges, future research directions, and perspectives are identified and discussed. Finally, some conclusions are drawn.",positive
doc_045,[This retracts the article DOI: 10.1155/2022/7751263.].,negative
doc_046,"Background As primary care populations age, timely identification of palliative care need is becoming increasingly relevant. Previous studies have targeted particular patient populations with life-limiting disease, but few have focused on patients in a primary care setting. Toward this end, we propose a stepped-wedge pragmatic randomized trial whereby a machine learning algorithm identifies patients empaneled to primary care units at Mayo Clinic (Rochester, Minnesota, United States) with high likelihood of palliative care need. Methods 42 care team units in 9 clusters were randomized to 7 wedges, each lasting 42 days. For care teams in treatment wedges, palliative care specialists review identified patients, making recommendations to primary care providers when appropriate. Care teams in control wedges receive palliative care under the standard of care. Discussion This pragmatic trial therefore integrates machine learning into clinical decision making, instead of simply reporting theoretical predictive performance. Such integration has the possibility to decrease time to palliative care, improving patient quality of life and symptom burden. Trial registration Clinicaltrials.gov NCT04604457 , restrospectively registered 10/26/2020. Protocol v0.5, dated 9/23/2020",positive
doc_047,"Finding important edges in a graph is a crucial problem for various research fields, such as network epidemics, signal processing, machine learning, and sensor networks. In this paper, we tackle the problem based on sampling theory on graphs. We convert the original graph to a line graph where its nodes and edges, respectively, represent the original edges and the connections between the edges. We then perform node sampling of the line graph based on the edge smoothness assumption: this process selects the most critical edges in the original graph. We present a general framework of edge sampling based on graph sampling theory and reveal a theoretical relationship between the degree of the original graph and the line graph. We also propose an acceleration method for edge sampling in the proposed framework by using the relationship between the two types of Laplacian of the node and edge domains. Experimental results in synthetic and real-world graphs validate the effectiveness of our approach against some alternative edge selection methods.",positive
doc_048,": Over the past ten years, there has been a lot of emphasis focused on the development of Artificial Intelligence (AI) and Machine Learning (ML)-based mental health treatments. To increase practitioners' and patients' trust in AI applications, AI systems need to explain their actions. This is called Explainable AI (XAI). While significant progress has been achieved in stress prediction models, XAI has not advanced as much. To overcome this gap, this work presents an explainable AI-based Multi-Layer Pyramid Convolutional Neural Network (XAI_MLPCNN) architecture for stress detection. Multi-channel EEG recordings can be deconstructed into distinct frequency bands and their non-linearity and non-stationarity removed using the Discrete Wavelet Transform (DWT). When processing features, the Power Spectral Density (PSD) is employed. Conversely, the decomposed signals are employed in the automatic feature extraction process through MLPCNN, and the dual BiLSTM with self-attention layer (DBiL_SA) is utilized to predict stress. MLPCNN-DBiL_SA and PSD features are combined to improve prediction. To provide explanations or assess how explainable the predictions are, explainable artificial intelligence techniques like Shapley additive explanations (SHAP) and Local Interpretable Model-agnostic Explanations (LIME) are employed. The Python platform is used to implement the model. Performance is further assessed using a several performance metrics, such as accuracy, recall, precision, and f1-measure. Furthermore, the proposed approach is compared to other methods that are currently in use, like CNN-DWD and PSD, LSTM-DWD and PSD, BI-LSTM-DWD and PSD, RNN-DWD and PSD, and GRU-DWT AND PSD.",positive
doc_049,"Due to the potential of the Unmanned Aerial Vehicle (UAV), they began to be increasingly used in various fields such as: environment, leisure, health, military, transport, etc. Along with increasing battery storage capacity, the UAVs began to be propulsion by Brushless DC (BLDC) motors. Failure of BLDC motors can lead to loss of control, which can cause accidents. In these conditions, it is necessary to devise methods that can find the defects of the BLDC motors in the UAVs. In this article, the authors propose a novel method to predict BLDC motor defects using machine learning. To maximize the method results, the performance of three machine learning models, K-Nearest Neighbor (KNN), Support Vector Machine (SVM) and Bayesian Network (BN) in predicting the flaws of BLDC motors, have been compared.",positive
doc_050,"Spontaneous activity plays a crucial role in brain development by coordinating the integration of immature neurons into emerging cortical networks. High levels and complex patterns of spontaneous activity are generally associated with low rates of apoptosis in the cortex. However, whether spontaneous activity patterns directly encode for survival of individual cortical neurons during development remains an open question. Here, we longitudinally investigated spontaneous activity and apoptosis in developing cortical cultures, combining extracellular electrophysiology with calcium imaging. These experiments demonstrated that the early occurrence of calcium transients was strongly linked to neuronal survival. Silent neurons exhibited a higher probability of cell death, whereas high frequency spiking and burst behavior were almost exclusively detected in surviving neurons. In local neuronal clusters, activity of neighboring neurons exerted a pro-survival effect, whereas on the functional level, networks with a high modular topology were associated with lower cell death rates. Using machine learning algorithms, cell fate of individual neurons was predictable through the integration of spontaneous activity features. Our results indicate that high frequency spiking activity constrains apoptosis in single neurons through sustained calcium rises and thereby consolidates networks in which a high modular topology is reached during early development.",neutral
doc_051,"The papers in this special section examines the deployment of Big Data and artificial intelligence for network technologies. The eneration of huge amounts of data, called big data, is creating the need for efficient tools to manage those data. Artificial intelligence (AI) has become the powerful tool in dealing with big data with recent breakthroughs at multiple fronts in machine learning, including deep learning. Meanwhile, information networks are becoming larger and more complicated, generating a huge amount of runtime statistics data such as traffic load, resource usages. The emerging big data and AI technologies may include a bunch of new requirements, applications and scenarios such as e-health, Intelligent Transportation Systems (ITS), Industrial Internet of Things (IIoT), and smart cities in the term of computing networks. The big data and AI driven network technologies also provide an unprecedented patient to discover new features, to characterize user demands and system capabilities in network resource assignment, security and privacy, system architecture, modeling and applications, which needs more explorations. The focus of this special section is to address the big data and artificial intelligence for network technologies. We appreciate contributions to this special section and the valuable and extensive efforts of the reviewers. The topics of this special section range from big data and AI algorithms, models, architecture for networks and systems to network architecture,",neutral
doc_052,"Digital Twins (DTs) are gaining popularity because they provide precise digital copies of assets, processes, and systems. This is especially true when these DTs are paired with real-time simulation models that make use of modern technologies like machine learning, artificial intelligence, and data analytics. These combinations can provide a comprehensive and dynamic view of the monitored systems. Digital twin (DT) has shown tremendous potential to bring about revolutionary improvements in the field of construction site surveillance. There is, however, a notable paucity of empirical research identifying the constant elements affecting DT adoption in this industry. This research tries to fill that void by identifying the important elements that determine the usage of DT in construction. The study adopts a complete framework with the goal of increasing the use of DT in building site monitoring. The elements influencing the adoption and effectiveness of distributed ledger technology (DT) are divided into three categories: technological, organizational, and economic. Technological factors include the system's appropriateness and the robustness of the data infrastructure. Organizational considerations include the company's openness to innovation and leadership support. Economic aspects include things like return on investment (ROI) and cost-effectiveness. The research technique combines case studies and literature reviews to examine the benefits and drawbacks of DT in construction monitoring. This study's expected output is a comprehensive framework that aids construction businesses in optimizing the use of DT in site monitoring. This would allow for more efficient, data-driven, and forward-thinking processes. The study's ultimate purpose is to provide critical knowledge that will assist the building sector in adopting cutting-edge methods. The industry may better plan for the integration of this sophisticated technology into their operations by knowing the potential of DT and the variables driving its adoption. This, in turn, can lead to more efficiency, lower risks, and improved overall performance",negative
doc_053,"Training data for NLP tasks often exhibits gender bias in that fewer sentences refer to women than to men. In Neural Machine Translation (NMT) gender bias has been shown to reduce translation quality, particularly when the target language has grammatical gender. The recent WinoMT challenge set allows us to measure this effect directly (Stanovsky et al, 2019) Ideally we would reduce system bias by simply debiasing all data prior to training, but achieving this effectively is itself a challenge. Rather than attempt to create a balanced dataset, we use transfer learning on a small set of trusted, gender-balanced examples. This approach gives strong and consistent improvements in gender debiasing with much less computational cost than training from scratch. A known pitfall of transfer learning on new domains is catastrophic forgetting , which we address at adaptation and inference time. During adaptation we show that Elastic Weight Consolidation allows a performance trade-off between general translation quality and bias reduction. At inference time we propose a lattice-rescoring scheme which outperforms all systems evaluated in Stanovsky et al, 2019 on WinoMT with no degradation of general test set BLEU. We demonstrate our approach translating from English into three languages with varied linguistic properties and data availability.",positive
doc_054,"In this work, we present a framework for data-driven digital twins for real-time machine monitoring. Data-driven digital twins are gaining prominence in a variety of industrial applications owing to their ability to capture complex relationships between sensor data and system behavior. The computational efficiency gained by using such twins is critical for real-time machine monitoring and diagnostics with timely and interactive human intervention. One of the fundamental challenges in the current data-driven digital twins is a lack of understanding of how different data synthesis strategies of the same sensor data affect the predictive power of the twin models typically obtained through statistical learning. As a result, the interactive support for enabling human intervention and machine health monitoring is not generalized for different machine configurations and fault conditions. Using turbo-machinery as a concrete demonstrative context, we investigate two fundamentally different data synthesis strategies, namely, integrated and combinatorial, as digital twins for a rotating machine. Specifically, we consider a rotor kit as a machine component, develop a synthetic dataset using simulations, and conduct systematic studies on the predictive performance of reduced order models trained using the different data data synthesis strategies. Our experiments show that the combinatorial dataset offers higher prediction accuracy in comaprison to randomized data generation. To demonstrate a practical application of our methodology, we develop a cloud-based Augmented Reality (AR) mobile tool that extracts functional information in real-time using raw data and maps to respective parts of the machine.",positive
doc_055,"Comprehensive growth index (CGI) more accurately reflects crop growth conditions than single indicators, which is crucial for precision irrigation, fertilization, and yield prediction. However, many current studies overlook the relationships between different growth parameters and their varying contributions to yield, leading to overlapping information and lower accuracy in monitoring crop growth. Therefore, this study focuses on winter wheat and constructs a comprehensive growth monitoring index (CGIac), based on adaptive weight allocation of growth parameters contribution to yield, using data such as leaf area index (LAI), soil plant analysis development (SPAD) values, plant height (PH), biomass (BM), and plant water content (PWC). Using UAV data on vegetation indices, feature selection was performed using the Elastic Net. The growth inversion model was then constructed using machine learning methods, including linear regression (LR), random forest (RF), gradient boosting (GB), and support vector regression (SVR). Based on the optimal growth inversion model for winter wheat, spatial distribution of wheat growth in the study area is obtained. The findings demonstrated that CGIac outperforms CGIav (constructed using equal weighting) and CGIcv (built using the coefficient of variation) in yield correlation and prediction accuracy. Specifically, the yield correlation of CGIac improved by up to 0.76 compared to individual indices, while yield prediction accuracy increased by up to 23.14%. Among the evaluated models, the RF model achieved the best performance, with a coefficient of determination (R2) of 0.895 and a root mean square error (RMSE) of 0.0058. A comparison with wheat orthophotos from the same period confirmed that the inversion results were highly consistent with actual growth conditions in the study area. The proposed method significantly improved the accuracy and applicability of winter wheat growth monitoring, overcoming the limitations of single parameters in growth prediction. Additionally, it provided new technological support and innovative solutions for regional crop monitoring and precision farming operations.",positive
